,title,meta,cast,maker,genre,img,source,link
0,[YAL-086]友カノの寝取り顔を黙って売ってます 優梨まいな,[],['優梨まいな'],['NON'],"['3P・4P', 'AV OPEN 2015 熟女部門', 'ハイビジョン', '中出し', '単体作品', '寝取り・寝取られ', '巨乳']","['http://freejav.video/wp-content/uploads/h_127yal00086jp-1.jpg', 'http://freejav.video/wp-content/uploads/h_127yal00086jp-2.jpg', 'http://freejav.video/wp-content/uploads/h_127yal00086jp-3.jpg']",http://freejav.video/video/1627109395731/,https://avgle.com/embed/55cf2f51d75308b7569b
1,[MIDE-014]里美ゆりあにむりやり射精させられた僕,[],['里美ゆりあ'],['ムーディーズ'],"['お姉さん', 'コスプレ', 'デジモ', 'ハイビジョン', '単体作品', '手コキ', '淫語', '痴女']","['http://freejav.video/wp-content/uploads/mide00014jp-1.jpg', 'http://freejav.video/wp-content/uploads/mide00014jp-2.jpg', 'http://freejav.video/wp-content/uploads/mide00014jp-3.jpg']",http://freejav.video/video/1627109395774/,https://avgle.com/embed/48b2e1c7284bfb0ef2ab
2,[SSNI-105]最高級風俗マンションへようこそ 夢乃あいかの密着性感テクニック150分フルコース,[],['夢乃あいか'],['エスワン ナンバーワンスタイル'],"['AV OPEN 2015 女優部門', 'エステ', 'パイズリ', 'ハイビジョン', '単体作品', '巨乳']","['http://freejav.video/wp-content/uploads/ssni00105jp-1.jpg', 'http://freejav.video/wp-content/uploads/ssni00105jp-2.jpg', 'http://freejav.video/wp-content/uploads/ssni00105jp-3.jpg']",http://freejav.video/video/1627109394539/,https://mm9842.com/v/8xop66dw6qv
3,[VAGU-187]寸止め義母 地獄の亀頭ぱんぱん淫語タイムから一気にスーパーひゅるひゅる大射精天国へと僕をいざなう超絶じらしセックス 川上ゆう,[],['川上ゆう（森野雫）'],['VENUS'],"['ディルド', '中出し', '人妻', '単体作品', '淫語', '熟女', '義母']","['http://freejav.video/wp-content/uploads/vagu00187jp-1.jpg', 'http://freejav.video/wp-content/uploads/vagu00187jp-2.jpg', 'http://freejav.video/wp-content/uploads/vagu00187jp-3.jpg']",http://freejav.video/video/1627109392100/,https://mm9842.com/v/7rymyfgzjymykrj
4,[KATU-047]色気ムンムン超淫乱ロケット爆乳ママSEX大好きヤリマン肉尻ボイン露出ギャル,[],['素人'],['かつお物産/妄想族'],"['ハイビジョン', 'ぽっちゃり', '尻フェチ', '巨乳', '巨尻', '痴女']","['http://freejav.video/wp-content/uploads/katu00047jp-1.jpg', 'http://freejav.video/wp-content/uploads/katu00047jp-2.jpg', 'http://freejav.video/wp-content/uploads/katu00047jp-3.jpg']",http://freejav.video/video/1627109392278/,https://avgle.com/embed/b5e6707148d0c904e1e6
5,[SPRD-990]お義母さん、にょっ女房よりずっといいよ… 三浦恵理子,[],['三浦恵理子'],['タカラ映像'],"['ディルド', 'ハイビジョン', '人妻', '単体作品', '熟女', '義母']","['http://freejav.video/wp-content/uploads/18sprd00990jp-1.jpg', 'http://freejav.video/wp-content/uploads/18sprd00990jp-2.jpg', 'http://freejav.video/wp-content/uploads/18sprd00990jp-3.jpg']",http://freejav.video/video/1627109391126/,https://mm9842.com/v/w3drdan-1ml-1-z
6,[GVG-628]ノーブラで僕を誘惑する隣に引っ越してきたエッチな巨乳奥さん 佐倉ねね,[],['佐倉ねね'],['グローリークエスト'],"['ドラマ', 'ハイビジョン', '人妻', '単体作品', '巨乳', '痴女']","['http://freejav.video/wp-content/uploads/13gvg00628jp-1.jpg', 'http://freejav.video/wp-content/uploads/13gvg00628jp-2.jpg', 'http://freejav.video/wp-content/uploads/13gvg00628jp-3.jpg']",http://freejav.video/video/1627109390475/,https://avgle.com/embed/1322624df57b28c32fcd
7,[JURA-012]初撮り五十路妻、ふたたび。 福田由貴,[],['福田由貴'],['センタービレッジ'],"['ドキュメンタリー', 'ハイビジョン', '中出し', '人妻', '単体作品', '熟女']","['http://freejav.video/wp-content/uploads/h_086jura00012jp-1.jpg', 'http://freejav.video/wp-content/uploads/h_086jura00012jp-2.jpg', 'http://freejav.video/wp-content/uploads/h_086jura00012jp-3.jpg']",http://freejav.video/video/1627109389128/,https://mm9842.com/v/j-wywfdkp6gqz8r
8,[OAE-137]裸神 桜空もも,[],['桜空もも'],['Aircontrol'],"['AV OPEN 2014 スーパーヘビー級', 'イメージビデオ', 'コスプレ', 'スレンダー', 'ハイビジョン', '単体作品', '巨乳']","['http://freejav.video/wp-content/uploads/oae00137jp-1.jpg', 'http://freejav.video/wp-content/uploads/oae00137jp-2.jpg', 'http://freejav.video/wp-content/uploads/oae00137jp-3.jpg']",http://freejav.video/video/1627109389171/,https://mm9842.com/v/2wvm774p8lv
9,[ADN-151]未亡人アパート 今宵かぎりは… 松下紗栄子,[],['松下紗栄子'],['アタッカーズ'],"['AV OPEN 2014 ミドル級', 'ハイビジョン', '単体作品', '未亡人']","['http://freejav.video/wp-content/uploads/adn00151jp-1.jpg', 'http://freejav.video/wp-content/uploads/adn00151jp-2.jpg', 'http://freejav.video/wp-content/uploads/adn00151jp-3.jpg']",http://freejav.video/video/1627109388985/,https://avgle.com/embed/f1f34dc8f63bb07cd83b
10,[SNIS-064]ムチ肉喰い込みホットパンツ 春菜はな,[],['春菜はな'],['エスワン ナンバーワンスタイル'],"['ハイビジョン', '単体作品', '尻フェチ', '羞恥', '超乳']","['http://freejav.video/wp-content/uploads/snis00064jp-1.jpg', 'http://freejav.video/wp-content/uploads/snis00064jp-2.jpg', 'http://freejav.video/wp-content/uploads/snis00064jp-3.jpg']",http://freejav.video/video/1627109387182/,https://mm9842.com/v/051d1ildy7-4zx1
11,[PPPD-157]ぬるぬる濡れ透け超爆乳なお隣のお姉さんに犯される Hitomi,[],['Hitomi（田中瞳）'],['OPPAI'],"['お姉さん', 'パイズリ', 'ハイビジョン', '中出し', '単体作品', '巨乳', '巨乳フェチ', '痴女']","['http://freejav.video/wp-content/uploads/pppd00157jp-1.jpg', 'http://freejav.video/wp-content/uploads/pppd00157jp-2.jpg', 'http://freejav.video/wp-content/uploads/pppd00157jp-3.jpg']",http://freejav.video/video/1627109387316/,https://dood.to/e/9366rxnxe80fv6a3jerdfsre16emzfj1
12,[DV-1215]本能を呼び覚ます濃厚なる4つのSEX 葵つかさ,[],['葵つかさ'],['アリスJAPAN'],"['ハイビジョン', '単体作品', '学生服']","['http://freejav.video/wp-content/uploads/53dv01215jp-1.jpg', 'http://freejav.video/wp-content/uploads/53dv01215jp-2.jpg', 'http://freejav.video/wp-content/uploads/53dv01215jp-3.jpg']",http://freejav.video/video/1627109386407/,https://mm9842.com/v/051d1il0y8gw5-4
13,[MIDE-508]いつでもどこでも即ハメメイド 七沢みあ,[],['七沢みあ'],['ムーディーズ'],"['DVDトースター', 'デジモ', 'ハイビジョン', 'パラダイスTV', 'メイド', '単体作品', '美少女', '顔射']","['http://freejav.video/wp-content/uploads/mide00508jp-1.jpg', 'http://freejav.video/wp-content/uploads/mide00508jp-2.jpg', 'http://freejav.video/wp-content/uploads/mide00508jp-3.jpg']",http://freejav.video/video/1627109385296/,https://avgle.com/embed/c44c75047943da03f619
14,[IPTD-711]JULIA先生の誘惑授業 JULIA,[],['JULIA'],['アイデアポケット'],"['3P・4P', 'ダーク系', 'デジモ', 'パイズリ', 'ハイビジョン', '単体作品', '女教師', '巨乳']","['http://freejav.video/wp-content/uploads/iptd00711jp-1.jpg', 'http://freejav.video/wp-content/uploads/iptd00711jp-2.jpg', 'http://freejav.video/wp-content/uploads/iptd00711jp-3.jpg']",http://freejav.video/video/1627109385989/,https://mm9842.com/v/ny7n7t2686e1md5
15,[MIDD-760]かすみりさが自宅に押しかけ童貞狩り。 かすみりさ,[],['かすみりさ'],['ムーディーズ'],"['セーラー服', 'デジモ', 'ハイビジョン', '単体作品', '手コキ', '童貞', '騎乗位']","['http://freejav.video/wp-content/uploads/midd00760jp-1.jpg', 'http://freejav.video/wp-content/uploads/midd00760jp-2.jpg', 'http://freejav.video/wp-content/uploads/midd00760jp-3.jpg']",http://freejav.video/video/1627109385384/,https://mm9842.com/v/ny7n7t2rjkk7qey
16,[SVDVD-643]マジックミラー号ハードボイルド1秒に19回の激ピスマシンバイブで人生初のポルチオイキを体験して潮を吹きまくった彼女さんはデート中の彼氏を裏切ってデカマラを自分から挿入してしまうのか！？,[],['素人'],['サディスティックヴィレッジ'],"['OL', 'カップル', 'ハイビジョン', 'バイブ', '企画', '女子大生', '潮吹き']","['http://freejav.video/wp-content/uploads/1svdvd00643jp-1.jpg', 'http://freejav.video/wp-content/uploads/1svdvd00643jp-2.jpg', 'http://freejav.video/wp-content/uploads/1svdvd00643jp-3.jpg']",http://freejav.video/video/1627109384130/,https://mm9842.com/v/5dykyadw64x57jq
17,[MIDE-511]濃厚極上風俗フルコース 高橋しょう子,[],['高橋しょう子'],['ムーディーズ'],"['AV OPEN 2014 スーパーヘビー級', 'AV OPEN 2015 女優部門', 'デジモ', 'パイズリ', 'ハイビジョン', 'ローション', '単体作品']","['http://freejav.video/wp-content/uploads/mide00511jp-1.jpg', 'http://freejav.video/wp-content/uploads/mide00511jp-2.jpg', 'http://freejav.video/wp-content/uploads/mide00511jp-3.jpg']",http://freejav.video/video/1627109384602/,https://avgle.com/embed/7c9bbec6f6d7804afbcd
18,[ABBA-373]ビクビク跳ね腰突き上げ子宮アタック！！30人4時間,[],['素人'],['センタービレッジ'],"['4時間以上作品', 'その他フェチ', 'ハイビジョン', 'ベスト・総集編', 'ランジェリー', '人妻', '熟女']","['http://freejav.video/wp-content/uploads/h_086abba00373jp-1.jpg', 'http://freejav.video/wp-content/uploads/h_086abba00373jp-2.jpg', 'http://freejav.video/wp-content/uploads/h_086abba00373jp-3.jpg']",http://freejav.video/video/1627109383034/,https://mm9842.com/v/36qpqfmjzpx0k4k
19,[EYAN-107]清楚に見えて超イキ潮体質の純白Gカップ若妻 E-BODY専属デビュー 美国沙耶,[],['美国沙耶'],['E-BODY'],"['デビュー作品', 'ハイビジョン', '単体作品', '巨乳', '潮吹き', '花嫁・若妻', '騎乗位']","['http://freejav.video/wp-content/uploads/eyan00107jp-1.jpg', 'http://freejav.video/wp-content/uploads/eyan00107jp-2.jpg', 'http://freejav.video/wp-content/uploads/eyan00107jp-3.jpg']",http://freejav.video/video/1627109383866/,https://avgle.com/embed/059a1c43efa3ff95017b
20,[MMGH-033]もえちゃん（18）体育大学1年生 マジックミラー号 10代美少女が童貞のフリをした性獣男優に激ピストンされ真正中出し！,[],['素人'],['SODクリエイト'],"['デカチン・巨根', 'ナンパ', 'ハイビジョン', '中出し', '女子大生']","['http://freejav.video/wp-content/uploads/1mmgh00033jp-1.jpg', 'http://freejav.video/wp-content/uploads/1mmgh00033jp-2.jpg', 'http://freejav.video/wp-content/uploads/1mmgh00033jp-3.jpg']",http://freejav.video/video/1627109382313/,https://mm9842.com/v/1l961138mlv
21,[TKI-069]人妻交姦スワッピング性交 09 寝取らせたい夫達と、その欲望を受け入れる妻達,[],['青山はな'],['MAD'],"['3P・4P', 'おもちゃ', 'ハイビジョン', '人妻', '和服・浴衣', '寝取り・寝取られ', '巨乳']","['http://freejav.video/wp-content/uploads/h_286tki00069jp-1.jpg', 'http://freejav.video/wp-content/uploads/h_286tki00069jp-2.jpg', 'http://freejav.video/wp-content/uploads/h_286tki00069jp-3.jpg']",http://freejav.video/video/1627109382559/,https://mm9842.com/v/7rymyfgx2n6k040
22,[STAR-867]紗倉まな レイプ犯からのビデオレター,[],['紗倉まな'],['SODクリエイト'],"['3P・4P', 'オナニー', 'ドラマ', 'ハイビジョン', '単体作品', '魔法少女']","['http://freejav.video/wp-content/uploads/1star00867jp-1.jpg', 'http://freejav.video/wp-content/uploads/1star00867jp-2.jpg', 'http://freejav.video/wp-content/uploads/1star00867jp-3.jpg']",http://freejav.video/video/1627109381124/,https://mm9842.com/v/13n0naj-d3z7z50
23,[SSNI-089]明日花キララが2ヶ月セックス禁止されムラムラ限界アドレナリン大爆発！性欲剥き出し焦らされトランスFUCK,[],['明日花キララ'],['エスワン ナンバーワンスタイル'],"['AV OPEN 2015 熟女部門', 'ドキュメンタリー', 'ハイビジョン', '単体作品', '巨乳', '淫乱・ハード系']","['http://freejav.video/wp-content/uploads/ssni00089jp-1.jpg', 'http://freejav.video/wp-content/uploads/ssni00089jp-2.jpg', 'http://freejav.video/wp-content/uploads/ssni00089jp-3.jpg']",http://freejav.video/video/1627109380676/,https://mm9842.com/v/8xop66d48qv
24,[SABA-361]素人女子大生限定！パンティ素股でカチカチち●ぽがアソコに擦れて赤面発情！クロッチは恥ずかし汁まみれ！そのまま生で擦り合わせて、ヌルヌルワレメに結局つるんっと入って生中出し！！6～超濡れやすい洪水ま●こ厳選編,[],['素人'],['S級素人'],"['4時間以上作品', 'ナンパ', 'ハイビジョン', '中出し', '企画', '女子大生']","['http://freejav.video/wp-content/uploads/h_244saba00361jp-1.jpg', 'http://freejav.video/wp-content/uploads/h_244saba00361jp-2.jpg', 'http://freejav.video/wp-content/uploads/h_244saba00361jp-3.jpg']",http://freejav.video/video/1627109377822/,https://mm9842.com/v/y2m1maez0j15513
25,[NSPS-660]夫より愛してしまった・・ さめきった夫婦生活から抜け出したかった人妻,[],['原ちとせ'],['ながえスタイル'],"['ドラマ', 'ハイビジョン', '不倫', '人妻', '寝取り・寝取られ', '熟女']","['http://freejav.video/wp-content/uploads/nsps00660jp-1.jpg', 'http://freejav.video/wp-content/uploads/nsps00660jp-2.jpg', 'http://freejav.video/wp-content/uploads/nsps00660jp-3.jpg']",http://freejav.video/video/1627109377250/,https://mm9842.com/v/z7-k-fjr5p1gxd5
26,[GVG-619]ママのリアル性教育 羽生ありさ,[],['羽生ありさ'],['グローリークエスト'],"['お母さん', 'ディルド', 'ドラマ', 'パイズリ', 'ハイビジョン', '単体作品', '巨乳', '童貞']","['http://freejav.video/wp-content/uploads/13gvg00619jp-1.jpg', 'http://freejav.video/wp-content/uploads/13gvg00619jp-2.jpg', 'http://freejav.video/wp-content/uploads/13gvg00619jp-3.jpg']",http://freejav.video/video/1627109376031/,https://avgle.com/embed/d48dd7e14438a0dc3349
27,[MIST-192]J○見学倶楽部の特殊なサービス2,[],['桜木優希音'],['Mr.michiru'],"['AV OPEN 2015 女優部門', 'セーラー服', 'その他フェチ', 'ハイビジョン', '企画', '女子校生']","['http://freejav.video/wp-content/uploads/1mist00192jp-1.jpg', 'http://freejav.video/wp-content/uploads/1mist00192jp-2.jpg', 'http://freejav.video/wp-content/uploads/1mist00192jp-3.jpg']",http://freejav.video/video/1627109376948/,https://mm9842.com/v/yxv3kk278q9
28,[JRZD-775]初撮り人妻ドキュメント 最上清華,[],['最上清華'],['センタービレッジ'],"['デビュー作品', 'ドキュメンタリー', 'ハイビジョン', '中出し', '人妻', '単体作品', '熟女']","['http://freejav.video/wp-content/uploads/h_086jrzd00775jp-1.jpg', 'http://freejav.video/wp-content/uploads/h_086jrzd00775jp-2.jpg', 'http://freejav.video/wp-content/uploads/h_086jrzd00775jp-3.jpg']",http://freejav.video/video/1627109376250/,https://mm9842.com/v/5dykyadw68e6yrg
29,[ONGP-125]はだかの主婦 江東区在住若菜奈央（26）,[],['若菜奈央'],['プラネットプラス'],"['オナニー', 'スレンダー', 'その他フェチ', 'ハイビジョン', '人妻', '単体作品']","['http://freejav.video/wp-content/uploads/h_237ongp00125jp-1.jpg', 'http://freejav.video/wp-content/uploads/h_237ongp00125jp-2.jpg', 'http://freejav.video/wp-content/uploads/h_237ongp00125jp-3.jpg']",http://freejav.video/video/1627109376508/,https://mm9842.com/v/pyrwrtm03d8weqm
