,link,mp4
0,https://mm9842.com/v/47r2rfzegq7qpx8,https://mm9842.com/v/47r2rfzegq7qpx8
1,https://avgle.com/embed/7e570033f0f13251047f,https://avgle.com/embed/7e570033f0f13251047f
2,https://avgle.com/embed/8c371540629565e14634,https://avgle.com/embed/8c371540629565e14634
3,https://mm9842.com/v/60mzmf0edz260j3,https://www1595.ff-04.com/token=IfXjnuzWEkcz8SZE0NrM3w/1630724933/2405:4802::/101/a/5c/56c149caaf281037a3d269cd342195ca-480p.mp4
4,https://avgle.com/embed/61318f2eecf684782088,https://avgle.com/embed/61318f2eecf684782088
5,https://avgle.com/embed/bf8a77b6c6296789d720,https://avgle.com/embed/bf8a77b6c6296789d720
6,https://avgle.com/embed/8e36b91723a1e6045ae3,https://avgle.com/embed/8e36b91723a1e6045ae3
7,https://avgle.com/embed/163b1eb28c85e651e663,https://avgle.com/embed/163b1eb28c85e651e663
8,https://mm9842.com/v/ny7n7t2rmrg-4e8,https://www588.ff-02.com/token=82MSfJT4xmbxs37mzhH35Q/1630724958/2405:4802::/81/c/9f/819024d5c2f7989a5dc51107d370b9fc-480p.mp4
9,https://mm9842.com/v/241r1c2r5807dqy,https://www1408.ff-03.com/token=K-VRFSOu2yFjQP-Vj3U7wQ/1630724972/2405:4802::/94/f/9a/6c03a3240e64eff2c61d6c8253fca9af-480p.mp4
10,https://mm9842.com/v/241r1c2q0ylgemm,https://www606.ff-02.com/token=4V1lfG2S5YbFRmjmVFoIGw/1630724986/2405:4802::/81/7/c2/1e497f2e9504845a23eb1d5e56d37c27-480p.mp4
11,https://avgle.com/embed/08bcc71a91f48ad518f8,https://avgle.com/embed/08bcc71a91f48ad518f8
12,https://avgle.com/embed/779ec879ca0770655870,https://avgle.com/embed/779ec879ca0770655870
13,https://avgle.com/embed/e386cb50d3b2c8f6675c,https://avgle.com/embed/e386cb50d3b2c8f6675c
14,https://avgle.com/embed/18a59cca7914ab2a663c,https://avgle.com/embed/18a59cca7914ab2a663c
15,https://avgle.com/embed/94c5e054ac21067e5603,https://avgle.com/embed/94c5e054ac21067e5603
16,https://mm9842.com/v/ryd4dtew8yyzm46,https://www46.ff-01.com/token=PKV23eFD5nArQi2CVXReiQ/1630725000/2405:4802::/76/c/54/217ec627353f6c1977bd01211a6c954c-480p.mp4
17,https://mm9842.com/v/5dykyadqzwjx66g,https://www1883.ff-04.com/token=UUTf9RjBl0EM6WUbzD83qg/1630725013/2405:4802::/78/5/18/feb4fd383f37b7d33b84ace19b138185-480p.mp4
18,https://avgle.com/embed/cacb6d760cb393192453,https://avgle.com/embed/cacb6d760cb393192453
19,https://mm9842.com/v/kynxnt3znw4gmp1,https://www1219.ff-03.com/token=CD2-KlWMFePjGXyc6KY3mg/1630725027/2405:4802::/69/3/97/0565f1bb7f914df99f778bd4edf2f973-480p.mp4
20,https://mm9842.com/v/kynxnt3-6r268mj,https://www119.ff-01.com/token=JvqvOv6pRAtHKUeJp2RVGQ/1630725041/2405:4802::/65/e/40/e361292895fe8028702372a9ec15540e-480p.mp4
21,https://avgle.com/embed/a3930f3359dca8f72116,https://avgle.com/embed/a3930f3359dca8f72116
22,https://mm9842.com/v/z7-k-fjnk2280mq,https://www421.ff-01.com/token=8c_eGvQjOTKbODklwZ0unQ/1630725054/2405:4802::/40/d/89/01007c545e3c1686fab8c1a90ab9e89d-480p.mp4
23,https://mm9842.com/v/36qpqfm4463krkz,https://www644.ff-02.com/token=Dyb9bvbhtGUBVG1_N_LvmA/1630725082/2405:4802::/53/6/8c/355fa83203e848943ee0506afa9a68c6-480p.mp4
24,https://mm9842.com/v/ln484cnyy5mpxjj,https://mm9842.com/v/ln484cnyy5mpxjj
25,https://avgle.com/embed/4167ee583d0ff297d5f8,https://avgle.com/embed/4167ee583d0ff297d5f8
26,https://mm9842.com/v/47r2rfz5rkjr2n4,https://www739.ff-02.com/token=BJHFKHB3Ngi_PZ0dXZTeoQ/1630725102/2405:4802::/47/1/54/30bf18cc7d358992e54619d10adb1541-360p.mp4
27,https://avgle.com/embed/e6b795b9d4af1aae1fff,https://avgle.com/embed/e6b795b9d4af1aae1fff
28,https://avgle.com/embed/8fb9f997939810f065c7,https://avgle.com/embed/8fb9f997939810f065c7
29,https://avgle.com/embed/8736fc1c2773e3752814,https://avgle.com/embed/8736fc1c2773e3752814
30,https://avgle.com/embed/bd6d8e115ada065f2d2f,https://avgle.com/embed/bd6d8e115ada065f2d2f
31,https://avgle.com/embed/e90b72b941973f6798ad,https://avgle.com/embed/e90b72b941973f6798ad
32,https://avgle.com/embed/10f82500c769184f99e5,https://avgle.com/embed/10f82500c769184f99e5
33,https://mm9842.com/v/kynxnt3m1y64q4x,https://www540.ff-02.com/token=uDJXdchX8hJFg7VsLdwfsA/1630725116/2405:4802::/47/6/36/67b8009cd29825103ad344f8d30a4366-360p.mp4
34,https://mm9842.com/v/dwor5ne75pv,https://www101.ff-01.com/token=ypnYbxPcEzvqn5w6rOHf6g/1630725131/2405:4802::/43/0/4b/da40f29621e8aa5116c246aaccbb34b0-480p.mp4
35,https://mm9842.com/v/my2g2t575e0p587,https://www1776.ff-04.com/token=6VqDSbgY1Cwg1iV7b3Tn7Q/1630725147/2405:4802::/46/f/71/aae044326f47557752f3eb372a11e71f-480p.mp4
36,https://avgle.com/embed/9b21d72814b8f04a6e63,https://avgle.com/embed/9b21d72814b8f04a6e63
37,https://mm9842.com/v/40oxm25k3y9,https://www1557.ff-04.com/token=7o14e_UXp_Ljzs9u7TE4yg/1630725160/2405:4802::/39/0/5b/d1c76db6db377123c63968b29c34f5b0-480p.mp4
38,https://avgle.com/embed/0328f465ed3ee7b8a8ef,https://avgle.com/embed/0328f465ed3ee7b8a8ef
39,https://mm9842.com/v/60mzmf05kgmy42q,https://www692.ff-02.com/token=ydm3H4RPRjlY6tfNl_gqCg/1630725177/2405:4802::/5/d/91/0ffe6f218ddbd4437f3aef1a4bd0291d-360p.mp4
40,https://avgle.com/embed/d3e0db5592484594ecf4,https://avgle.com/embed/d3e0db5592484594ecf4
41,https://avgle.com/embed/0de504b1cecd35b75c3a,https://avgle.com/embed/0de504b1cecd35b75c3a
42,https://avgle.com/embed/b3a6d2bee95fa418e195,https://avgle.com/embed/b3a6d2bee95fa418e195
43,https://mm9842.com/v/8g9z66m1jyv,https://www1162.ff-03.com/token=aZhRAJSTj8xbowdufsB6RQ/1630725196/2405:4802::/39/8/70/569eb3d4cc9d4edc0194558909406708-360p.mp4
44,https://mm9842.com/v/60mzmf05eq8586d,https://www915.ff-02.com/token=gh2u_KYMGKjkxYDqjEDfmQ/1630725209/2405:4802::/41/0/34/1d034a308a160018c2af5e1c6491c340-360p.mp4
45,https://mm9842.com/v/w3drdan2-pmq747,https://www1530.ff-04.com/token=DGJSMHmUPVuncWFdQ4tzJg/1630725222/2405:4802::/39/c/60/f9aeacb0480afe8e41a11a01ad1a560c-360p.mp4
46,https://avgle.com/embed/747645fce5d4a79bf0ca,https://avgle.com/embed/747645fce5d4a79bf0ca
47,https://mm9842.com/v/p6vg5wxgxoj,https://www293.ff-01.com/token=kMwweiQPs_iT-xdp1FY0kA/1630725236/2405:4802::/21/8/fb/c1e697c9b4c693701de0dbcbdc414fb8-480p.mp4
48,https://mm9842.com/v/80vemgey79j,https://www208.ff-01.com/token=9Y0NvSGhe2K9Z_e9lgMcCQ/1630725254/2405:4802::/21/3/7f/4d9f297b466881776ebf0fafb054b7f3-360p.mp4
49,https://mm9842.com/v/mzokx26q19q,https://www1697.ff-04.com/token=4zq6vX42LSjTfu6aOfSHeg/1630725297/2405:4802::/19/8/d8/8debc217e5252a822721ae9c534e1d88-480p.mp4
50,https://mm9842.com/v/8xopz2lkq97,https://www659.ff-02.com/token=gcofx9dBJ4wGEw8D0dfLBQ/1630725309/2405:4802::/40/a/88/f968269cd1e21f96dd54488dfef5288a-360p.mp4
51,https://mm9842.com/v/2wompdmylo6,https://www2095.ff-05.com/token=R3GHxnkUOwvaGsobeSL97g/1630725323/2405:4802::/34/3/5d/53005700d2beb99f378b5e29c7f785d3-360p.mp4
52,https://mm9842.com/v/13n0naj362y6ze7,https://www1074.ff-03.com/token=xMfVW4HpKFGIqx40klA8Gw/1630725350/2405:4802::/35/3/09/a71818742cf1a5f6bf717f5a7df25093-360p.mp4
